user_id,username,followers,following,total_posts,total_engagements,avg_likes,avg_comments
2757,user_2757,711160,2284,896,3,11366.3333,3409.0000
2793,user_2793,611583,1107,969,3,10522.0000,3921.0000
2804,user_2804,257345,1937,644,3,11049.0000,1675.3333
2889,user_2889,6289,3997,923,3,3851.3333,3292.6667
2923,user_2923,973033,770,192,3,10133.6667,1796.3333
2926,user_2926,578744,4515,974,3,13517.3333,2939.0000
2957,user_2957,815135,3760,256,3,11278.0000,3517.0000
2958,user_2958,960155,3556,422,3,13305.3333,2662.6667
2964,user_2964,402127,4038,216,3,11853.6667,1310.0000
2994,user_2994,674822,2685,936,3,5667.3333,1096.6667
3024,user_3024,935420,3798,572,3,2083.6667,4224.3333
3042,user_3042,193819,3626,488,3,12394.3333,4016.6667
3067,user_3067,217433,599,799,3,10582.3333,3296.3333
3082,user_3082,420605,4830,448,3,5515.3333,2731.0000
3168,user_3168,511677,4704,173,3,13469.0000,2201.6667
3182,user_3182,634716,2625,349,3,13997.0000,3520.0000
3223,user_3223,944290,2687,839,3,16915.6667,1452.0000
3230,user_3230,495769,4398,505,3,8698.6667,2230.6667
3233,user_3233,56324,4863,270,3,11749.6667,1271.3333
3241,user_3241,804012,3821,615,3,7751.0000,2305.3333
3252,user_3252,935825,271,321,3,9769.3333,2395.3333
3256,user_3256,414960,4138,815,3,11640.6667,2513.0000
3257,user_3257,836728,1296,451,3,15186.6667,3552.0000
3263,user_3263,207603,376,76,3,9471.3333,1376.0000
3276,user_3276,119828,2078,442,3,7389.3333,2691.0000
3297,user_3297,258372,4923,71,3,16535.0000,3151.0000
3310,user_3310,461506,438,385,3,16023.0000,3273.6667
3324,user_3324,576104,2057,953,3,6762.6667,1978.3333
3332,user_3332,657453,3057,702,3,12053.0000,2056.0000
3422,user_3422,202110,3084,397,3,15913.0000,4242.0000
3448,user_3448,867333,2188,701,3,9771.0000,1486.0000
3466,user_3466,744083,1745,419,3,8545.0000,1335.3333
3481,user_3481,425605,3094,184,3,15007.6667,2610.6667
3503,user_3503,719633,3689,353,3,8739.3333,3139.6667
3542,user_3542,42732,3714,156,3,8667.3333,1954.6667
3544,user_3544,266272,1422,657,3,17812.3333,3078.3333
3605,user_3605,85789,4687,815,3,9168.6667,2899.3333
3611,user_3611,394880,3699,570,3,15366.0000,2203.3333
3645,user_3645,819159,4717,282,3,9938.6667,3025.0000
3650,user_3650,226602,739,469,3,9182.3333,2209.3333
3697,user_3697,730349,4368,927,3,3273.6667,3661.3333
3714,user_3714,343738,3907,543,3,9851.3333,3320.3333
3738,user_3738,338046,1950,794,3,11784.3333,2451.0000
3746,user_3746,766757,1653,646,3,9344.0000,1950.3333
3768,user_3768,519919,4654,324,3,9134.6667,2880.3333
3818,user_3818,34256,159,429,3,14119.0000,3782.0000
3829,user_3829,779256,699,625,3,9144.6667,950.6667
3830,user_3830,203024,4325,50,3,13654.0000,3037.0000
3881,user_3881,278522,3890,446,3,9635.6667,1686.6667
3886,user_3886,676881,3397,182,3,14994.0000,728.6667
3896,user_3896,367731,3771,396,3,12497.3333,2171.3333
3939,user_3939,682483,1021,179,3,11264.6667,2145.6667
3947,user_3947,133422,633,857,3,9645.0000,2249.0000
3954,user_3954,285814,2812,506,3,11062.6667,3514.3333
3957,user_3957,863368,3218,546,3,8347.3333,3507.0000
3983,user_3983,259358,2802,305,3,5604.0000,3666.3333
4016,user_4016,389807,229,91,3,13096.0000,3295.6667
4026,user_4026,76487,4805,486,3,7752.6667,2574.3333
4099,user_4099,296311,3197,557,3,7388.6667,1550.6667
4107,user_4107,657594,557,193,3,11425.6667,2682.6667
4129,user_4129,136524,2109,423,3,9700.6667,1542.0000
4184,user_4184,254731,3626,279,3,7902.6667,2293.0000
4230,user_4230,622354,3286,587,3,10104.0000,3359.0000
4300,user_4300,948184,985,698,3,11258.6667,763.0000
4347,user_4347,607755,1703,786,3,12530.6667,3951.0000
4348,user_4348,211414,2725,953,3,8524.0000,2427.6667
4375,user_4375,571057,1834,182,3,10818.3333,1537.6667
4398,user_4398,410564,1565,792,3,9253.6667,2535.0000
4415,user_4415,285169,1781,747,3,13616.6667,3431.0000
4447,user_4447,692424,2358,854,3,7572.3333,2985.6667
4482,user_4482,504841,1707,812,3,9731.0000,3080.3333
4486,user_4486,176342,3948,564,3,13039.0000,2320.0000
4519,user_4519,296938,2188,227,3,8888.3333,1544.3333
4548,user_4548,726082,812,387,3,9407.6667,998.3333
4592,user_4592,861831,1829,330,3,13618.6667,2295.0000
4602,user_4602,942100,3413,349,3,2720.0000,2070.3333
4607,user_4607,591925,4793,652,3,14665.0000,1382.0000
4625,user_4625,900411,4200,644,3,9717.3333,2863.6667
4633,user_4633,380085,4165,357,3,13225.0000,1954.0000
4641,user_4641,119609,1125,660,3,9791.3333,3114.3333
4668,user_4668,800656,3086,385,3,15656.0000,2128.0000
4708,user_4708,687961,4492,788,3,10090.6667,3389.3333
4725,user_4725,231043,2630,470,3,6905.3333,3160.3333
4744,user_4744,436272,4216,389,3,9199.0000,2675.3333
4749,user_4749,112985,3806,377,3,11890.0000,2616.3333
4786,user_4786,628122,2449,742,3,14308.6667,2938.6667
4855,user_4855,537388,1220,389,3,10447.3333,2259.3333
4881,user_4881,451458,3270,603,3,17235.6667,963.0000
4906,user_4906,352341,4585,979,3,13878.0000,3945.3333
4935,user_4935,299013,1447,959,3,11981.0000,2619.6667
4976,user_4976,854941,275,600,3,7268.6667,3182.6667
11,user_11,804992,2176,261,2,10640.5000,1978.5000
12,user_12,112577,2756,927,2,17800.0000,3868.0000
20,user_20,89024,605,389,2,11674.5000,1963.0000
30,user_30,487341,453,692,2,11398.0000,3436.5000
72,user_72,642901,2507,459,2,10328.0000,4343.5000
84,user_84,769131,2048,452,2,18698.5000,4065.5000
93,user_93,370680,510,745,2,2075.0000,2932.0000
110,user_110,711719,3617,511,2,9180.5000,2257.0000
113,user_113,624672,3602,100,2,6712.5000,775.5000
130,user_130,488439,304,584,2,8409.5000,2239.5000
176,user_176,94718,1712,562,2,14153.5000,1652.5000
186,user_186,632363,1410,953,2,15072.0000,1926.5000
193,user_193,775751,911,410,2,5199.5000,1126.0000
203,user_203,622992,4380,471,2,4694.5000,2368.0000
233,user_233,134330,1227,668,2,10513.5000,2487.0000
242,user_242,758583,1096,314,2,14192.5000,370.0000
275,user_275,241565,2381,462,2,14493.0000,1958.0000
283,user_283,684422,1468,739,2,4741.5000,2568.0000
343,user_343,770308,4878,558,2,3704.5000,2747.5000
354,user_354,646214,2012,114,2,8156.5000,2008.0000
372,user_372,871620,3885,628,2,9758.0000,1335.5000
412,user_412,705939,3386,474,2,12516.0000,3048.5000
414,user_414,737644,2347,653,2,13521.0000,1680.0000
429,user_429,51716,1658,825,2,5403.5000,1552.0000
472,user_472,391823,3440,848,2,9734.5000,1114.5000
477,user_477,429639,4798,832,2,9680.0000,2197.5000
478,user_478,524808,4961,398,2,11107.5000,3367.0000
503,user_503,304532,2466,146,2,5741.5000,3812.5000
707,user_707,917221,2617,700,2,10754.5000,2796.0000
729,user_729,48307,3671,982,2,7750.5000,2728.5000
770,user_770,642047,1877,148,2,11438.0000,3220.0000
771,user_771,430396,2598,374,2,19102.0000,2089.5000
835,user_835,667906,2522,447,2,10084.5000,1846.0000
855,user_855,652988,156,341,2,7883.0000,1056.0000
857,user_857,10650,4418,56,2,6877.5000,1451.5000
882,user_882,259911,3559,739,2,9370.0000,2755.5000
900,user_900,868030,3893,678,2,7004.0000,3513.5000
927,user_927,61141,2057,344,2,8319.0000,4377.5000
931,user_931,56072,444,750,2,4833.0000,2676.5000
941,user_941,252761,567,397,2,11833.0000,496.5000
953,user_953,265739,166,960,2,11591.0000,3524.5000
970,user_970,762713,138,698,2,14912.0000,3121.0000
973,user_973,257921,4335,428,2,6430.5000,514.5000
1090,user_1090,823513,302,272,2,12607.0000,1409.5000
1092,user_1092,600302,4314,445,2,13452.5000,3935.5000
1127,user_1127,230471,2030,920,2,11230.0000,3493.5000
1158,user_1158,1529,137,327,2,14225.5000,2432.5000
1174,user_1174,518040,754,783,2,12820.5000,1937.5000
1198,user_1198,166406,3751,817,2,9247.5000,3913.5000
1210,user_1210,969435,1554,736,2,6826.0000,1212.0000
1321,user_1321,461167,3900,221,2,6653.0000,2575.5000
1322,user_1322,717698,4067,101,2,8136.0000,494.5000
1325,user_1325,21135,2478,277,2,15197.5000,2871.5000
1334,user_1334,296011,3195,634,2,1524.5000,2753.0000
1336,user_1336,49875,4518,710,2,11977.5000,596.0000
1385,user_1385,222066,1209,210,2,10509.0000,3243.5000
1426,user_1426,527380,2052,251,2,12816.0000,845.0000
1437,user_1437,640618,4940,446,2,9591.0000,3502.5000
1441,user_1441,680485,374,498,2,6936.5000,2561.5000
1468,user_1468,89984,4847,770,2,14263.0000,2014.5000
1471,user_1471,506002,1436,306,2,12068.5000,2050.0000
1472,user_1472,486361,2567,630,2,16822.0000,1739.0000
1476,user_1476,965136,3945,452,2,4904.5000,2261.0000
1497,user_1497,778157,1431,662,2,9350.0000,3963.5000
1517,user_1517,969226,3708,731,2,9405.5000,1534.5000
1523,user_1523,549001,4669,668,2,13900.0000,2800.5000
1544,user_1544,774532,2598,388,2,1701.5000,921.5000
1550,user_1550,870665,1620,722,2,14404.0000,3603.0000
1551,user_1551,553931,316,724,2,11924.0000,1620.0000
1585,user_1585,32503,4718,902,2,8145.0000,4091.0000
1592,user_1592,192924,3149,545,2,6358.5000,2264.5000
1594,user_1594,556808,4995,208,2,7627.5000,2779.5000
1735,user_1735,34449,3865,331,2,6984.0000,3073.5000
1740,user_1740,495163,1179,853,2,11552.5000,1157.0000
1755,user_1755,857451,2193,492,2,10220.5000,2173.0000
1764,user_1764,685942,2760,604,2,8862.5000,3712.5000
1777,user_1777,614649,2996,417,2,14032.0000,3437.5000
1784,user_1784,543138,2296,640,2,9447.5000,992.0000
1793,user_1793,659549,4366,905,2,9500.0000,2400.0000
1799,user_1799,427154,2972,655,2,16010.0000,1711.0000
1807,user_1807,837524,2228,597,2,13384.5000,2134.0000
1819,user_1819,236867,2800,786,2,16505.0000,2821.5000
1843,user_1843,824822,2709,815,2,11065.0000,2660.5000
1847,user_1847,925818,3685,428,2,16349.5000,2006.5000
1855,user_1855,359715,4224,275,2,2765.5000,3976.5000
1866,user_1866,556456,3333,207,2,6178.0000,1429.0000
1909,user_1909,487224,4539,495,2,13762.0000,2289.5000
1913,user_1913,115943,2170,681,2,13847.5000,521.0000
1929,user_1929,129654,2349,476,2,8935.0000,3735.5000
1953,user_1953,644175,4580,412,2,11532.0000,3344.5000
1960,user_1960,670865,432,666,2,4494.0000,2398.0000
1977,user_1977,640893,4320,390,2,9936.0000,3719.5000
1981,user_1981,539165,721,792,2,12448.0000,2548.5000
2012,user_2012,137099,598,339,2,11238.0000,4505.0000
2056,user_2056,794475,3700,623,2,7207.5000,1175.0000
2058,user_2058,538856,1701,292,2,16716.5000,2330.5000
2069,user_2069,806498,761,456,2,13311.5000,3433.5000
2078,user_2078,603931,4977,96,2,14333.5000,764.5000
2089,user_2089,812972,4426,503,2,8294.0000,4022.0000
2096,user_2096,458571,1907,290,2,12513.0000,3340.0000
2117,user_2117,936712,1391,702,2,16413.0000,1500.0000
2119,user_2119,204725,4960,694,2,6386.0000,2122.0000
2161,user_2161,906221,4571,373,2,15047.5000,3725.5000
2164,user_2164,739345,3144,784,2,15330.0000,1557.5000
2186,user_2186,498606,4637,298,2,10522.0000,2899.0000
2198,user_2198,729373,2951,887,2,6113.5000,3844.0000
2201,user_2201,687261,1023,601,2,10395.5000,2845.0000
2211,user_2211,37133,2813,260,2,4235.5000,3027.5000
2259,user_2259,491542,847,185,2,8832.0000,2730.5000
2260,user_2260,479706,4265,387,2,13426.5000,2283.5000
2296,user_2296,428762,1130,645,2,6545.0000,3382.5000
2344,user_2344,954573,1833,149,2,16615.5000,3315.5000
2402,user_2402,136479,1305,589,2,5658.0000,2971.0000
2421,user_2421,759407,1631,836,2,10283.0000,3936.0000
2440,user_2440,243481,779,114,2,7856.0000,3177.0000
2450,user_2450,703163,3699,378,2,14841.5000,2441.5000
2479,user_2479,74886,2247,632,2,11043.5000,2926.5000
2486,user_2486,36080,1353,636,2,14992.0000,4202.0000
2495,user_2495,395888,835,444,2,12998.0000,2083.0000
2545,user_2545,920350,2281,610,2,7545.0000,3990.0000
2555,user_2555,956422,4628,157,2,6418.5000,1458.0000
2556,user_2556,948271,2908,92,2,9953.0000,4239.5000
2569,user_2569,432845,3852,976,2,5410.5000,642.0000
2571,user_2571,265697,3668,995,2,4709.0000,4506.5000
2598,user_2598,389428,1738,729,2,14035.5000,2735.5000
2605,user_2605,893141,1131,62,2,2216.5000,1953.5000
2618,user_2618,269580,2184,511,2,800.5000,2420.0000
2650,user_2650,201175,3227,739,2,4052.0000,4238.0000
2664,user_2664,182661,908,805,2,17155.0000,1421.0000
2669,user_2669,821432,4481,806,2,10417.5000,734.5000
2672,user_2672,798757,335,787,2,11775.0000,1704.0000
2707,user_2707,430674,4242,441,2,16641.0000,3386.0000
2740,user_2740,690864,3490,454,2,17617.5000,2708.5000
2745,user_2745,663362,4714,943,2,5921.0000,505.5000
2786,user_2786,127566,698,306,2,15703.0000,2651.0000
2808,user_2808,592089,2533,216,2,7987.0000,1058.5000
2819,user_2819,215493,2975,267,2,7387.5000,2097.0000
2837,user_2837,720833,1922,938,2,4730.5000,2255.5000
2850,user_2850,864169,3529,273,2,8532.5000,894.0000
2856,user_2856,13897,3106,67,2,9729.5000,3692.5000
2859,user_2859,334115,2770,769,2,8034.5000,3545.5000
2886,user_2886,456032,2891,693,2,2353.0000,4122.5000
2908,user_2908,851342,3740,680,2,7272.5000,3199.5000
2925,user_2925,727284,3493,500,2,13147.5000,861.0000
2928,user_2928,554391,2831,139,2,3865.5000,2078.5000
2933,user_2933,541922,949,835,2,4962.5000,1303.5000
2938,user_2938,987785,832,285,2,3389.5000,3135.5000
2940,user_2940,722254,3651,681,2,13321.5000,4696.0000
2960,user_2960,528422,809,926,2,5779.0000,4583.5000
2962,user_2962,644068,590,343,2,8578.5000,4683.5000
2965,user_2965,789475,4950,644,2,7259.5000,4429.0000
2991,user_2991,472384,2177,212,2,10671.0000,2190.5000
2992,user_2992,257580,2509,619,2,10835.5000,2897.0000
2997,user_2997,969488,973,511,2,8216.0000,4394.5000
3011,user_3011,224611,2582,800,2,5541.0000,2377.0000
3012,user_3012,31644,3509,516,2,8475.0000,1901.0000
3031,user_3031,975942,1107,365,2,10062.5000,3594.5000
3050,user_3050,381555,2981,953,2,5835.0000,1274.5000
3052,user_3052,867907,3303,694,2,2728.0000,3468.0000
3060,user_3060,708168,4344,195,2,1569.5000,4603.5000
3127,user_3127,291478,4421,203,2,5727.0000,1670.5000
3152,user_3152,559219,1246,87,2,4497.5000,3474.0000
3194,user_3194,120995,1912,123,2,8463.5000,1189.0000
3201,user_3201,566360,4949,606,2,5416.0000,2873.0000
3204,user_3204,213899,3148,950,2,11347.0000,2295.5000
3250,user_3250,428676,3371,329,2,9812.5000,3381.5000
3290,user_3290,183890,4780,162,2,8972.5000,3262.5000
3309,user_3309,170703,3660,221,2,3132.5000,2296.0000
3335,user_3335,238570,652,487,2,14173.0000,1821.5000
3338,user_3338,257987,2626,567,2,12281.0000,482.0000
3363,user_3363,603345,3529,292,2,13516.0000,3049.5000
3400,user_3400,160676,1077,467,2,4453.5000,4140.0000
3408,user_3408,714453,2426,642,2,2181.0000,1912.0000
3416,user_3416,785347,1162,95,2,4503.0000,3535.0000
3431,user_3431,129854,1623,448,2,7108.0000,3834.5000
3449,user_3449,799276,584,167,2,10028.5000,3150.5000
3456,user_3456,641828,334,485,2,10239.0000,1823.0000
3470,user_3470,964313,3190,254,2,7683.5000,1563.0000
3500,user_3500,254057,3939,345,2,7581.0000,4728.0000
3502,user_3502,771562,4296,766,2,10616.0000,2310.5000
3516,user_3516,350374,4257,865,2,11950.5000,3322.0000
3535,user_3535,427083,3727,304,2,8922.5000,1532.0000
3623,user_3623,312535,568,631,2,3153.5000,951.0000
3633,user_3633,876574,1636,438,2,9082.5000,4380.0000
3646,user_3646,375679,2185,50,2,14270.0000,3229.5000
3736,user_3736,956481,1016,903,2,6652.5000,3845.0000
3771,user_3771,106199,4414,901,2,12121.0000,2086.5000
3778,user_3778,987628,2658,969,2,2408.5000,3910.0000
3794,user_3794,211684,3609,166,2,7819.5000,2167.5000
3814,user_3814,440244,876,372,2,10492.0000,1350.0000
3836,user_3836,802689,1436,141,2,9590.5000,1191.5000
3859,user_3859,243644,4970,991,2,5844.0000,3448.5000
3940,user_3940,975442,714,233,2,2839.5000,1469.0000
3982,user_3982,726586,1009,153,2,15190.0000,1954.0000
4004,user_4004,852693,4167,288,2,9115.5000,2929.5000
4028,user_4028,261959,1970,961,2,17811.5000,3624.0000
4053,user_4053,104615,4218,720,2,15553.5000,3378.5000
4062,user_4062,401781,916,218,2,12365.0000,2559.5000
4093,user_4093,510657,1474,826,2,3787.0000,2524.5000
4115,user_4115,110907,3066,888,2,10020.0000,1802.5000
4118,user_4118,263493,2776,594,2,6712.0000,1496.0000
4127,user_4127,10826,1011,69,2,16679.5000,3978.5000
4134,user_4134,968269,4522,223,2,9079.5000,413.0000
4146,user_4146,765137,2650,575,2,11730.0000,616.5000
4158,user_4158,362508,594,382,2,8763.0000,2218.5000
4187,user_4187,642244,3256,142,2,13880.0000,4086.0000
4188,user_4188,493937,647,396,2,3160.5000,2550.5000
4194,user_4194,339089,4178,896,2,12458.5000,2182.5000
4209,user_4209,979358,405,277,2,16257.5000,2689.5000
4217,user_4217,673320,458,717,2,17610.5000,2278.5000
4240,user_4240,205324,2719,609,2,2011.0000,2852.5000
4254,user_4254,432437,664,647,2,14739.5000,2629.0000
4308,user_4308,890663,1403,60,2,15142.5000,3390.0000
4314,user_4314,117471,3614,652,2,8410.5000,3390.0000
4330,user_4330,614395,3695,210,2,11125.5000,3499.5000
4350,user_4350,613542,4927,317,2,5828.0000,3565.0000
4384,user_4384,430490,4316,460,2,10831.0000,1666.5000
4396,user_4396,219948,593,748,2,12602.5000,2925.5000
4478,user_4478,151215,4639,100,2,15604.5000,1314.0000
4498,user_4498,964009,1133,692,2,8282.5000,4635.0000
4501,user_4501,12597,4170,845,2,8505.0000,2956.5000
4537,user_4537,467142,1701,227,2,17507.5000,3372.0000
4560,user_4560,392602,2476,450,2,16452.0000,1470.0000
4578,user_4578,206899,2977,503,2,10968.0000,3573.0000
4581,user_4581,133104,3901,880,2,13809.0000,3065.0000
4615,user_4615,830173,4623,970,2,5605.5000,2162.0000
4616,user_4616,553418,3013,413,2,10834.0000,2374.0000
4627,user_4627,441942,949,599,2,6983.5000,2818.5000
4649,user_4649,748618,3892,331,2,11594.0000,3941.0000
4754,user_4754,965907,2821,897,2,9412.5000,1782.0000
4771,user_4771,776181,1502,746,2,6154.0000,1600.5000
4779,user_4779,56735,477,62,2,13438.5000,3918.5000
4789,user_4789,513620,302,869,2,6939.0000,2662.5000
4800,user_4800,148717,1387,940,2,16223.0000,2644.0000
4812,user_4812,81758,4804,853,2,9626.5000,3097.0000
4820,user_4820,978534,3147,509,2,14616.0000,3783.0000
4833,user_4833,318820,2872,300,2,12363.0000,1534.0000
4846,user_4846,141092,4837,220,2,7808.5000,2767.5000
4864,user_4864,977557,3210,977,2,7459.5000,2226.5000
4865,user_4865,465195,592,291,2,11863.0000,3488.5000
4896,user_4896,6902,1732,260,2,9897.0000,2951.0000
4918,user_4918,51269,193,415,2,4881.5000,1951.0000
4943,user_4943,492882,1654,418,2,3149.0000,1654.0000
4968,user_4968,875255,929,714,2,9864.0000,4067.5000
4970,user_4970,480812,4657,686,2,9130.0000,3614.5000
4977,user_4977,15487,1769,296,2,12741.5000,1824.5000
16,user_16,934464,831,600,1,15811.0000,1596.0000
44,user_44,351941,833,472,1,11378.0000,4743.0000
50,user_50,895704,1515,72,1,6238.0000,814.0000
82,user_82,571767,4626,424,1,16349.0000,1497.0000
131,user_131,727998,853,432,1,10161.0000,20.0000
141,user_141,975287,2849,54,1,19805.0000,2449.0000
158,user_158,957720,4837,566,1,19447.0000,4156.0000
210,user_210,945146,2724,712,1,283.0000,4978.0000
241,user_241,831474,1830,475,1,15427.0000,2926.0000
252,user_252,960011,449,153,1,589.0000,1379.0000
276,user_276,914543,4174,471,1,15034.0000,3838.0000
368,user_368,554524,4652,485,1,16611.0000,4112.0000
382,user_382,497788,1052,245,1,2535.0000,1022.0000
385,user_385,341855,2576,651,1,17138.0000,4785.0000
387,user_387,465206,4051,720,1,12382.0000,2448.0000
502,user_502,768812,1950,528,1,16697.0000,1222.0000
510,user_510,445915,3140,997,1,5352.0000,3782.0000
516,user_516,869813,659,348,1,14764.0000,907.0000
602,user_602,719464,4546,778,1,1118.0000,3631.0000
618,user_618,65346,2973,378,1,5075.0000,2102.0000
642,user_642,478358,4048,617,1,15101.0000,3418.0000
680,user_680,271812,3267,167,1,7846.0000,2017.0000
692,user_692,759615,2418,151,1,1766.0000,3559.0000
767,user_767,259500,1558,219,1,19499.0000,2572.0000
803,user_803,9428,1622,706,1,12953.0000,3129.0000
824,user_824,251057,2280,493,1,6095.0000,1207.0000
856,user_856,816464,281,583,1,13040.0000,1556.0000
869,user_869,842045,4673,260,1,14107.0000,1403.0000
929,user_929,238166,2712,245,1,17896.0000,527.0000
937,user_937,270106,4796,516,1,4989.0000,1976.0000
950,user_950,391540,2391,765,1,9776.0000,1787.0000
984,user_984,958703,2530,810,1,11157.0000,4285.0000
1041,user_1041,148505,2851,70,1,16789.0000,2538.0000
1044,user_1044,643399,194,842,1,9384.0000,893.0000
1066,user_1066,236985,3139,241,1,17844.0000,2128.0000
1229,user_1229,213336,318,536,1,7644.0000,3533.0000
1297,user_1297,835477,1162,594,1,5505.0000,1985.0000
1312,user_1312,992949,1000,854,1,14137.0000,2887.0000
1339,user_1339,609839,4857,355,1,10583.0000,2150.0000
1346,user_1346,649555,3164,256,1,13415.0000,4265.0000
1414,user_1414,427859,4215,864,1,5060.0000,4331.0000
1436,user_1436,645394,4008,979,1,12163.0000,1149.0000
1566,user_1566,720552,428,630,1,5242.0000,842.0000
1578,user_1578,30870,1138,928,1,1110.0000,255.0000
1582,user_1582,760188,4699,291,1,479.0000,3199.0000
1618,user_1618,370159,1845,961,1,1354.0000,3176.0000
1630,user_1630,193262,1601,974,1,19589.0000,1447.0000
1635,user_1635,378037,3723,191,1,4731.0000,4061.0000
1639,user_1639,294638,147,299,1,17376.0000,3068.0000
1680,user_1680,279804,1417,555,1,10632.0000,1443.0000
1725,user_1725,152652,3690,143,1,2321.0000,2797.0000
1774,user_1774,331833,4121,140,1,1287.0000,3983.0000
1801,user_1801,32249,3577,77,1,4970.0000,1696.0000
1872,user_1872,320425,3115,88,1,2731.0000,1254.0000
1883,user_1883,339723,4288,281,1,6709.0000,4766.0000
1889,user_1889,312737,4059,925,1,7346.0000,1132.0000
1895,user_1895,270939,3860,704,1,17493.0000,1076.0000
1949,user_1949,213051,1824,693,1,15734.0000,1660.0000
1978,user_1978,635017,1966,629,1,15440.0000,4967.0000
2002,user_2002,781596,1384,605,1,17489.0000,4335.0000
2025,user_2025,121598,1078,623,1,12384.0000,2671.0000
2027,user_2027,881871,1360,160,1,3207.0000,1009.0000
2046,user_2046,410345,824,333,1,6786.0000,3935.0000
2073,user_2073,795971,920,115,1,12261.0000,694.0000
2079,user_2079,780222,2935,907,1,8065.0000,3029.0000
2103,user_2103,910842,2847,750,1,13725.0000,2377.0000
2140,user_2140,320486,2009,897,1,2178.0000,3819.0000
2172,user_2172,665178,4888,336,1,2519.0000,319.0000
2177,user_2177,507835,4095,81,1,671.0000,303.0000
2207,user_2207,548584,1709,720,1,14103.0000,1462.0000
2225,user_2225,680967,3305,529,1,8640.0000,3493.0000
2236,user_2236,119694,738,432,1,17499.0000,2943.0000
2238,user_2238,701266,949,404,1,6702.0000,4288.0000
2246,user_2246,323232,433,258,1,19447.0000,4156.0000
2275,user_2275,842959,4159,132,1,1806.0000,4551.0000
2280,user_2280,537113,3376,322,1,16612.0000,1051.0000
2303,user_2303,388805,1066,452,1,3231.0000,533.0000
2309,user_2309,151736,4529,871,1,5734.0000,3682.0000
2328,user_2328,263772,4838,668,1,16757.0000,652.0000
2369,user_2369,590617,2135,500,1,7410.0000,4674.0000
2381,user_2381,457522,2277,620,1,13847.0000,1405.0000
2393,user_2393,517895,2647,894,1,15016.0000,1635.0000
2405,user_2405,295936,4811,789,1,9829.0000,3062.0000
2470,user_2470,547563,2593,410,1,13490.0000,2093.0000
2508,user_2508,260651,4653,498,1,12163.0000,1149.0000
2513,user_2513,493320,118,846,1,6741.0000,1877.0000
2593,user_2593,532856,4741,389,1,13663.0000,578.0000
2629,user_2629,908666,2561,390,1,18856.0000,3239.0000
2765,user_2765,940120,4851,889,1,12622.0000,383.0000
2803,user_2803,443642,3772,861,1,858.0000,676.0000
2805,user_2805,664469,3228,815,1,5708.0000,3765.0000
2824,user_2824,747950,4533,529,1,7517.0000,1424.0000
2835,user_2835,795021,3992,887,1,4734.0000,411.0000
2904,user_2904,909888,1124,191,1,12912.0000,4794.0000
2905,user_2905,148950,2618,790,1,3776.0000,923.0000
2913,user_2913,834630,3419,754,1,4924.0000,3091.0000
2941,user_2941,544399,3181,686,1,764.0000,3540.0000
2972,user_2972,945016,469,963,1,17038.0000,4767.0000
2975,user_2975,240647,4021,752,1,15638.0000,1835.0000
2998,user_2998,686905,172,405,1,16328.0000,4388.0000
3004,user_3004,734003,4795,261,1,10580.0000,1936.0000
3096,user_3096,989347,4117,794,1,7729.0000,2679.0000
3144,user_3144,502744,671,638,1,14262.0000,3944.0000
3165,user_3165,367307,4070,867,1,7849.0000,2512.0000
3211,user_3211,893995,1074,972,1,14073.0000,3261.0000
3251,user_3251,820738,1506,836,1,13875.0000,232.0000
3314,user_3314,976004,1796,811,1,17514.0000,2902.0000
3353,user_3353,129778,831,191,1,19006.0000,2921.0000
3391,user_3391,476628,4289,271,1,19009.0000,452.0000
3414,user_3414,330294,2762,602,1,3649.0000,756.0000
3434,user_3434,293206,855,894,1,4323.0000,2885.0000
3505,user_3505,518003,2540,559,1,19388.0000,1331.0000
3541,user_3541,157871,3344,534,1,18666.0000,3934.0000
3564,user_3564,838370,1560,993,1,7155.0000,731.0000
3680,user_3680,219106,492,770,1,14620.0000,3924.0000
3705,user_3705,66430,2863,106,1,19100.0000,1243.0000
3709,user_3709,125094,1936,257,1,5452.0000,1038.0000
3802,user_3802,562368,590,429,1,16463.0000,2513.0000
3828,user_3828,970965,3082,523,1,6827.0000,83.0000
3833,user_3833,80529,1721,238,1,15363.0000,2011.0000
3860,user_3860,997874,1842,130,1,5214.0000,1448.0000
3914,user_3914,49766,4726,962,1,19675.0000,1742.0000
3958,user_3958,924345,291,524,1,4289.0000,1600.0000
3960,user_3960,417539,2719,262,1,13853.0000,3547.0000
3973,user_3973,377152,4927,791,1,8431.0000,3539.0000
3985,user_3985,337069,3368,425,1,16168.0000,20.0000
4018,user_4018,816985,2172,130,1,16313.0000,2433.0000
4020,user_4020,624592,3191,281,1,13447.0000,1962.0000
4035,user_4035,465446,4046,776,1,16025.0000,2145.0000
4038,user_4038,467132,1731,942,1,18698.0000,471.0000
4044,user_4044,467343,2045,204,1,10474.0000,2788.0000
4090,user_4090,129548,672,518,1,18233.0000,1550.0000
4094,user_4094,858451,4029,894,1,4821.0000,3304.0000
4125,user_4125,940402,147,856,1,15711.0000,4666.0000
4191,user_4191,807931,3956,868,1,9119.0000,748.0000
4197,user_4197,817236,4336,641,1,2661.0000,1686.0000
4269,user_4269,364928,3000,384,1,14512.0000,273.0000
4335,user_4335,774138,110,872,1,18489.0000,4072.0000
